Filename,Original,Translate
trad_divina_commedia_inferno_2_29.csv,"con questo vivo giù di balzo in balzo,","insieme a quest'uomo vivente, io sono"
trad_divina_commedia_inferno_2_29.csv,e di mostrar lo 'nferno a lui intendo”.,"colui che scende, voglio mostrargli l'Inferno."""
trad_divina_commedia_inferno_2_29.csv,Allor si ruppe lo comun rincalzo;,In questo modo il loro sostegno reciproco si è interrotto;
trad_divina_commedia_inferno_2_29.csv,e tremando ciascuno a me si volse,"e, tremando, ogni spirito si voltò verso di me"
trad_divina_commedia_inferno_2_29.csv,con altri che l'udiron di rimbalzo.,"con altri che, per caso, avevano ascoltato le sue parole."
trad_divina_commedia_inferno_2_29.csv,"Lo buon maestro a me tutto s'accolse,","Poi il mio buon padrone si avvicinò di più a me,"
trad_divina_commedia_inferno_2_29.csv,dicendo: “Dì a lor ciò che tu vuoli”;,"dicendo: ""Ora di' loro cosa volete."""
trad_divina_commedia_inferno_2_29.csv,"e io incominciai, poscia ch'ei volse:","E cominciai a parlare, proprio come lui desiderava:"
trad_divina_commedia_inferno_2_29.csv,“Se la vostra memoria non s'imboli,"""Così che la tua memoria possa non svanire mai"
trad_divina_commedia_inferno_2_29.csv,"nel primo mondo da l'umane menti,","nel primo mondo dalle menti degli uomini,"
trad_divina_commedia_inferno_2_29.csv,"ma s'ella viva sotto molti soli,",ma vivono ancora... e sotto molti soli...
trad_divina_commedia_inferno_2_29.csv,ditemi chi voi siete e di che genti;,"dimmi chi sei e da quale città,"
trad_divina_commedia_inferno_2_29.csv,la vostra sconcia e fastidiosa pena,e non lasciate che il vostro vile e sporco tormento
trad_divina_commedia_inferno_2_29.csv,di palesarvi a me non vi spaventi”.,"ti fanno paura di farmi conoscere i tuoi nomi."""
trad_divina_commedia_inferno_2_29.csv,"“Io fui d'Arezzo, e Albero da Siena”,","Uno mi rispose: ""La mia città era Arezzo"
trad_divina_commedia_inferno_2_29.csv,"rispuose l'un, “mi fé mettere al foco;",e l'Albero di Siena mi fece bruciare;
trad_divina_commedia_inferno_2_29.csv,ma quel per ch'io mori' qui non mi mena.,Ma quello per cui sono morto non mi porta qui.
trad_divina_commedia_inferno_2_29.csv,"Vero è ch'i' dissi lui, parlando a gioco:",E' vero che gliel'avevo detto...
trad_divina_commedia_inferno_2_29.csv,"""I' mi saprei levar per l'aere a volo"";","'Sarei abbastanza per volare attraverso l'aria', e lui,"
trad_divina_commedia_inferno_2_29.csv,"e quei, ch'avea vaghezza e senno poco,","con curiosità, ma poco senso,"
trad_divina_commedia_inferno_2_29.csv,volle ch'i' li mostrassi l'arte; e solo,Voleva che gli mostrassi quell'arte e...
trad_divina_commedia_inferno_2_29.csv,"perch'io nol feci Dedalo, mi fece","perché non l'avevo fatto Dedalo,"
trad_divina_commedia_inferno_2_29.csv,ardere a tal che l'avea per figliuolo.,aveva uno che lo teneva come un figlio mi ha bruciato.
trad_divina_commedia_inferno_2_29.csv,Ma ne l'ultima bolgia de le diece,"Ma Minos, che non può sbagliare, ha condannato"
trad_divina_commedia_inferno_2_29.csv,me per l'alchìmia che nel mondo usai,il mio spirito alla tasca finale di dieci
trad_divina_commedia_inferno_2_29.csv,"dannò Minòs, a cui fallar non lece”.","per l'alchimia ho praticato nel mondo."""
trad_divina_commedia_inferno_2_29.csv,E io dissi al poeta: “Or fu già mai,E poi chiesi al poeta:
trad_divina_commedia_inferno_2_29.csv,gente sì vana come la sanese?,un popolo così vano come i senesi?
trad_divina_commedia_inferno_2_29.csv,Certo non la francesca sì d'assai!”.,"Nemmeno i francesi riescono a trovare una tale vanità."""
trad_divina_commedia_inferno_2_29.csv,"Onde l'altro lebbroso, che m'intese,","A questo punto, l'altro lebbroso, che mi aveva sentito,"
trad_divina_commedia_inferno_2_29.csv,rispuose al detto mio: “Tra'mene Stricca,"rispose a quello che avevo detto: ""Ad eccezione di Stricca,"
trad_divina_commedia_inferno_2_29.csv,"che seppe far le temperate spese,",perché sapeva come spendere la maggior parte frugalmente;
trad_divina_commedia_inferno_2_29.csv,e Niccolò che la costuma ricca,"e Niccolò, il primo a far vedere agli uomini"
trad_divina_commedia_inferno_2_29.csv,del garofano prima discoverse,"che i chiodi di garofano possono servire da lusso (tale seme,"
trad_divina_commedia_inferno_2_29.csv,ne l'orto dove tal seme s'appicca;,"nei giardini dove si adatta, può prendere radice veloce);"
trad_divina_commedia_inferno_2_29.csv,e tra'ne la brigata in che disperse,"e anche la compagnia di Caccia d'Asciano,"
trad_divina_commedia_inferno_2_29.csv,"Caccia d'Ascian la vigna e la gran fonda,","con il quale sperperò vigne e campi coltivati,"
trad_divina_commedia_inferno_2_29.csv,e l'Abbagliato suo senno proferse.,mentre Abbagliato mostrava tanta sottigliezza.
trad_divina_commedia_inferno_2_29.csv,Ma perché sappi chi sì ti seconda,Ma se vuoi sapere chi si unisce a te così
trad_divina_commedia_inferno_2_29.csv,"contra i Sanesi, aguzza ver' me l'occhio,","contro i senesi, guardami bene."
trad_divina_commedia_inferno_2_29.csv,sì che la faccia mia ben ti risponda:,"In questo modo, il mio volto può anche rispondere a ragione..."
trad_divina_commedia_inferno_2_29.csv,"sì vedrai ch'io son l'ombra di Capocchio,",e vedere che io sono l'ombra di quel Capocchio
trad_divina_commedia_inferno_2_30.csv,Nel tempo che Iunone era crucciata,Quando Giunone fu incensato con Semele
trad_divina_commedia_inferno_2_30.csv,"per Semelè contra 'l sangue tebano,","e, così, contro la famiglia Tebana"
trad_divina_commedia_inferno_2_30.csv,"come mostrò una e altra fïata,","aveva mostrato la sua furia più e più volte,"
trad_divina_commedia_inferno_2_30.csv,"Atamante divenne tanto insano,",allora Athamas è stato guidato così folle
trad_divina_commedia_inferno_2_30.csv,che veggendo la moglie con due figli,"che, vedendo sua moglie e i loro due figli,"
trad_divina_commedia_inferno_2_30.csv,"andar carcata da ciascuna mano,","mentre lei portava uno su ogni braccio, gridò:"
trad_divina_commedia_inferno_2_30.csv,"gridò: “Tendiam le reti, sì ch'io pigli","""Distendiamo le reti, per prendere la leonessa"
trad_divina_commedia_inferno_2_30.csv,la leonessa e ' leoncini al varco”;,"insieme ai suoi cuccioli lungo il passo"";"
trad_divina_commedia_inferno_2_30.csv,"e poi distese i dispietati artigli,","e distese i suoi artigli, senza pietà,"
trad_divina_commedia_inferno_2_30.csv,"prendendo l'un ch'avea nome Learco,","e rapito il figlio che portava il nome di Learco,"
trad_divina_commedia_inferno_2_30.csv,e rotollo e percosselo ad un sasso;,lo girovagava e lo schiantava su una roccia;
trad_divina_commedia_inferno_2_30.csv,e quella s'annegò con l'altro carco.,"lei, con l'altro suo fardello, si è affogata."
trad_divina_commedia_inferno_2_30.csv,E quando la fortuna volse in basso,E dopo la fortuna si voltò contro l'orgoglio
trad_divina_commedia_inferno_2_30.csv,"l'altezza de' Troian che tutto ardiva,","di Troia, che aveva osato tutto,"
trad_divina_commedia_inferno_2_30.csv,"sì che 'nsieme col regno il re fu casso,","insieme con il suo regno, è stato distrutto,"
trad_divina_commedia_inferno_2_30.csv,"Ecuba trista, misera e cattiva,","allora Ecuba fu miserabile, triste, prigioniero;"
trad_divina_commedia_inferno_2_30.csv,"poscia che vide Polissena morta,",e dopo aver visto Polyxena
trad_divina_commedia_inferno_2_30.csv,e del suo Polidoro in su la riva,"morti e, nella miseria, avevano riconosciuto"
trad_divina_commedia_inferno_2_30.csv,"del mar si fu la dolorosa accorta,","il suo polidoro sdraiato sulla riva,"
trad_divina_commedia_inferno_2_30.csv,forsennata latrò sì come cane;,"Ha abbaiato, per i suoi sensi, come un cane..."
trad_divina_commedia_inferno_2_30.csv,tanto il dolor le fé la mente torta.,La sua agonia aveva deformato la sua mente.
trad_divina_commedia_inferno_2_30.csv,Ma né di Tebe furie né troiane,"Ma né furia-Tebano, Troia-mai"
trad_divina_commedia_inferno_2_30.csv,"si vider mäi in alcun tanto crude,","è stato visto per essere così crudele contro un altro,"
trad_divina_commedia_inferno_2_30.csv,"non punger bestie, nonché membra umane,","nelle bestie recidenti e persino negli arti umani,"
trad_divina_commedia_inferno_2_30.csv,"quant'io vidi in due ombre smorte e nude,","come due sfumature che ho visto, pallide e nude,"
trad_divina_commedia_inferno_2_30.csv,che mordendo correvan di quel modo,"che, mordendo, correva a berserk nel modo giusto"
trad_divina_commedia_inferno_2_30.csv,che 'l porco quando del porcil si schiude.,Un maiale lo fa quando viene liberato dal suo sty.
trad_divina_commedia_inferno_2_30.csv,"L'una giunse a Capocchio, e in sul nodo",Quella venne a Capocchio e affondò
trad_divina_commedia_inferno_2_30.csv,"del collo l'assannò, sì che, tirando,","le sue zanne nel collo in modo che, trascinando,"
trad_divina_commedia_inferno_2_30.csv,grattar li fece il ventre al fondo sodo.,Ha fatto raschiare il terreno duro contro la pancia.
trad_divina_commedia_inferno_2_30.csv,"E l'Aretin che rimase, tremando","E chi e' rimasto indietro, l'Aretina,"
trad_divina_commedia_inferno_2_30.csv,"mi disse: “Quel folletto è Gianni Schicchi,","tremò e disse: ""Quel fantasma di Gianni Schicchi,"
trad_divina_commedia_inferno_2_30.csv,e va rabbioso altrui così conciando”.,"e lui va infuriando, infuriando gli altri così."""
trad_divina_commedia_inferno_2_30.csv,"“Oh”, diss'io lui, “se l'altro non ti ficchi","E, ""Oh,"" gli ho detto, ""così possa l'altro"
trad_divina_commedia_inferno_2_30.csv,"li denti a dosso, non ti sia fatica","Non affondare i denti in te, ti prego dimmi chi"
trad_divina_commedia_inferno_2_30.csv,"a dir chi è, pria che di qui si spicchi”.","è prima che si affretti via da qui."""
trad_divina_commedia_inferno_2_30.csv,Ed elli a me: “Quell'è l'anima antica,"Ed egli per me: ""Questa è l'anima antica"
trad_divina_commedia_inferno_2_30.csv,"di Mirra scellerata, che divenne","della mirra indecente, colei che amava"
trad_divina_commedia_inferno_2_30.csv,"al padre, fuor del dritto amore, amica.",Suo padre ha superato i limiti dell'amore giusto.
trad_divina_commedia_inferno_2_30.csv,"Questa a peccar con esso così venne,",Lei è venuta a peccare con lui prendendo falsamente
trad_divina_commedia_inferno_2_30.csv,"falsificando sé in altrui forma,","la forma di un altro su se stessa, proprio come"
trad_divina_commedia_inferno_2_30.csv,"come l'altro che là sen va, sostenne,","l'altro fantasma che va là aveva fatto,"
trad_divina_commedia_inferno_2_30.csv,"per guadagnar la donna de la torma,","per guadagnare la donna del branco,"
trad_divina_commedia_inferno_2_30.csv,"falsificare in sé Buoso Donati,","quando si travestiva da Buoso Donati,"
trad_divina_commedia_inferno_2_30.csv,testando e dando al testamento norma”.,"fare una volontà come se la maggior parte correttamente."""
trad_divina_commedia_inferno_2_30.csv,E poi che i due rabbiosi fuor passati,"E quando la coppia di quelli furiosi era passata,"
trad_divina_commedia_inferno_2_30.csv,"sovra cu' io avea l'occhio tenuto,","quei due sui quali i miei occhi erano fissi, mi volsi"
trad_divina_commedia_inferno_2_30.csv,rivolsilo a guardar li altri mal nati.,in giro per vedere il resto dei cattivi.
trad_divina_commedia_inferno_2_30.csv,"Io vidi un, fatto a guisa di lëuto,",Ho visto uno che sarebbe stato modellato come un liuto
trad_divina_commedia_inferno_2_30.csv,pur ch'elli avesse avuta l'anguinaia,se solo gli avessero tagliato l'inguine
trad_divina_commedia_inferno_2_30.csv,tronca da l'altro che l'uomo ha forcuto.,da quella parte del suo corpo dove si biforca.
trad_divina_commedia_inferno_2_30.csv,"La grave idropesì, che sì dispaia","Il pesante dropsy, che così sproporzioni"
trad_divina_commedia_inferno_2_30.csv,"le membra con l'omor che mal converte,",gli arti con umori non assimilabili
trad_divina_commedia_inferno_2_30.csv,"che 'l viso non risponde a la ventraia,","che non c'è corrispondenza tra la faccia e la pancia,"
trad_divina_commedia_inferno_2_30.csv,faceva lui tener le labbra aperte,"e gli aveva fatto staccare le labbra come un consumatore,"
trad_divina_commedia_inferno_2_30.csv,"come l'etico fa, che per la sete","che, a causa della sete, lasci cadere un labbro"
trad_divina_commedia_inferno_2_30.csv,l'un verso 'l mento e l'altro in sù rinverte.,Giu' al mento e solleva l'altro.
trad_divina_commedia_inferno_2_30.csv,"“O voi che sanz'alcuna pena siete,","""O tu esenta da ogni castigo"
trad_divina_commedia_inferno_2_30.csv,"e non so io perché, nel mondo gramo”,","in questo brutto mondo, e non so perché,"""
trad_divina_commedia_inferno_2_30.csv,"diss'elli a noi, “guardate e attendete","ci disse: ""Guardate ora e fate attenzione"
trad_divina_commedia_inferno_2_30.csv,a la miseria del maestro Adamo;,"a questo, la miseria del Maestro Adamo:"
trad_divina_commedia_inferno_2_30.csv,"io ebbi, vivo, assai di quel ch'i' volli,","vivo, ne avevo abbastanza di tutto quello che volevo;"
trad_divina_commedia_inferno_2_30.csv,"e ora, lasso!, un gocciol d'acqua bramo.","Ahimè, ora desidero una goccia d'acqua."
trad_divina_commedia_inferno_2_30.csv,Li ruscelletti che d'i verdi colli,I ruscelli che cadono nell'Arno
trad_divina_commedia_inferno_2_30.csv,"del Casentin discendon giuso in Arno,",giù dalle verdi colline del Casentino
trad_divina_commedia_inferno_2_30.csv,"faccendo i lor canali freddi e molli,","con canali freddi e umidi, sono costantemente"
trad_divina_commedia_inferno_2_30.csv,"sempre mi stanno innanzi, e non indarno,","davanti a me, sono devastato dalla memoria..."
trad_divina_commedia_inferno_2_30.csv,ché l'imagine lor vie più m'asciuga,l'immagine del loro flusso mi parches più
trad_divina_commedia_inferno_2_30.csv,che 'l male ond'io nel volto mi discarno.,della malattia che mi deruba il volto della carne.
trad_divina_commedia_inferno_2_30.csv,La rigida giustizia che mi fruga,La rigida Giustizia che mi tormenterebbe
trad_divina_commedia_inferno_2_30.csv,tragge cagion del loco ov'io peccai,"utilizza, come più appropriato, il luogo"
trad_divina_commedia_inferno_2_30.csv,a metter più li miei sospiri in fuga.,"dove avevo peccato, per trarre da me sospiri rapidi."
trad_divina_commedia_inferno_2_30.csv,"Ivi è Romena, là dov'io falsai","C'è Romena, lì ho contraffatto"
trad_divina_commedia_inferno_2_30.csv,la lega suggellata del Batista;,la moneta che porta il sigillo del Battista;
trad_divina_commedia_inferno_2_30.csv,per ch'io il corpo sù arso lasciai.,"per questo ho lasciato il mio corpo, bruciato, sopra."
trad_divina_commedia_inferno_2_30.csv,Ma s'io vedessi qui l'anima trista,Ma potevo vedere le anime miserabili
trad_divina_commedia_inferno_2_30.csv,"di Guido o d'Alessandro o di lor frate,","di Guido, di Alessandro o del loro fratello,"
trad_divina_commedia_inferno_2_30.csv,per Fonte Branda non darei la vista.,Non rinuncerei alla vista di Fonte Branda.
trad_divina_commedia_inferno_2_30.csv,"Dentro c'è l'una già, se l'arrabbiate","E uno di loro e' gia' in questo fossato,"
trad_divina_commedia_inferno_2_30.csv,ombre che vanno intorno dicon vero;,se è vero ciò che il rapporto sulle sfumature arrabbiate è vero.
trad_divina_commedia_inferno_2_30.csv,"ma che mi val, c'ho le membra legate?",A che serve a me le cui membra sono legate?
trad_divina_commedia_inferno_2_30.csv,S'io fossi pur di tanto ancor leggero,"Sono stato così leggero che, tra cento anni,"
trad_divina_commedia_inferno_2_30.csv,"ch'i' potessi in cent'anni andare un'oncia,","Potrei avanzare di un centimetro, dovrei già"
trad_divina_commedia_inferno_2_30.csv,"io sarei messo già per lo sentiero,",essere bene sulla strada per la ricerca di lui
trad_divina_commedia_inferno_2_30.csv,"cercando lui tra questa gente sconcia,","tra i mutilati, anche se"
trad_divina_commedia_inferno_2_30.csv,"con tutto ch'ella volge undici miglia,",questo circuito misura circa 11 miglia
trad_divina_commedia_inferno_2_30.csv,e men d'un mezzo di traverso non ci ha.,ed è almeno mezzo miglio attraverso.
trad_divina_commedia_inferno_2_30.csv,Io son per lor tra sì fatta famiglia;,Per loro sono in questa famiglia.
trad_divina_commedia_inferno_2_30.csv,e' m'indussero a batter li fiorini,Erano quei tre che mi avevano incitato
trad_divina_commedia_inferno_2_30.csv,ch'avevan tre carati di mondiglia”.,"per coniare i fiorini con le scorie di tre carati."""
trad_divina_commedia_inferno_2_30.csv,E io a lui: “Chi son li due tapini,"E io a lui: ""Chi sono quei due poveri peccatori"
trad_divina_commedia_inferno_2_30.csv,"che fumman come man bagnate 'l verno,",che emanano fumo come mani bagnate in inverno
trad_divina_commedia_inferno_2_30.csv,giacendo stretti a' tuoi destri confini?”.,"e giacere così vicino a te sulla destra?"""
trad_divina_commedia_inferno_2_30.csv,"“Qui li trovai - e poi volta non dierno -”,","""Li ho trovati qui,"" rispose, ""quando ho piovuto"
trad_divina_commedia_inferno_2_30.csv,"rispuose, “quando piovvi in questo greppo,",giù per questo pendio roccioso; non si agitano da allora
trad_divina_commedia_inferno_2_30.csv,e non credo che dieno in sempiterno.,"e non si muoverà, credo, eternamente."
trad_divina_commedia_inferno_2_30.csv,L'una è la falsa ch'accusò Gioseppo;,Una è la donna bugiarda che incolpa Giuseppe;
trad_divina_commedia_inferno_2_30.csv,l'altr'è 'l falso Sinon greco di Troia:,"l'altro, sinon bugiardo, greco da Troia:"
trad_divina_commedia_inferno_2_30.csv,per febbre aguta gittan tanto leppo”.,"a causa della febbre infuria che puzzano così."""
trad_divina_commedia_inferno_2_30.csv,"E l'un di lor, che si recò a noia","E uno di loro, che sembrava offendere,"
trad_divina_commedia_inferno_2_30.csv,"forse d'esser nomato sì oscuro,","forse ad essere chiamato così squallido,"
trad_divina_commedia_inferno_2_30.csv,col pugno li percosse l'epa croia.,Colpito con il pugno sulla pancia rigida di Adamo.
trad_divina_commedia_inferno_2_30.csv,Quella sonò come fosse un tamburo;,Suonava come se fosse stato un tamburo;
trad_divina_commedia_inferno_2_30.csv,e mastro Adamo li percosse il volto,"e il Maestro Adamo lo colpì in faccia,"
trad_divina_commedia_inferno_2_30.csv,"col braccio suo, che non parve men duro,","usando il suo braccio, che non sembrava meno duro,"
trad_divina_commedia_inferno_2_30.csv,dicendo a lui: “Ancor che mi sia tolto,"dicendogli: ""Anche se non posso muovermi"
trad_divina_commedia_inferno_2_30.csv,"lo muover per le membra che son gravi,","i miei arti perché sono troppo pesanti,"
trad_divina_commedia_inferno_2_30.csv,ho io il braccio a tal mestiere sciolto”.,"Hanno ancora un braccio che è libero di servire quel bisogno."""
trad_divina_commedia_inferno_2_30.csv,Ond'ei rispuose: “Quando tu andavi,"Ed egli rispose: ""Ma quando siete andati a bruciare,"
trad_divina_commedia_inferno_2_30.csv,"al fuoco, non l'avei tu così presto;",il tuo braccio non era veloce come lo era ora;
trad_divina_commedia_inferno_2_30.csv,ma sì e più l'avei quando coniavi”.,"ma quando hai coniato, è stato veloce e più."""
trad_divina_commedia_inferno_2_30.csv,E l'idropico: “Tu di' ver di questo:,"A cui il drossied uno: ""Qui dite la verità;"
trad_divina_commedia_inferno_2_30.csv,ma tu non fosti sì ver testimonio,"ma tu non eri così vero testimone là,"
trad_divina_commedia_inferno_2_30.csv,là 've del ver fosti a Troia richesto”.,"quando ti è stato chiesto di dire la verità a Troia."""
trad_divina_commedia_inferno_2_30.csv,"“S'io dissi falso, e tu falsasti il conio”,","""Se ho parlato male, hai falsificato la moneta."""
trad_divina_commedia_inferno_2_30.csv,"disse Sinon; “e son qui per un fallo,","Disse Sinon: ""Sono qui per un solo crimine."
trad_divina_commedia_inferno_2_30.csv,e tu per più ch'alcun altro demonio!”.,"ma tu hai commesso più di ogni demone."""
trad_divina_commedia_inferno_2_30.csv,"“Ricorditi, spergiuro, del cavallo”,","""Non dimenticare il cavallo, disertore."""
trad_divina_commedia_inferno_2_30.csv,rispuose quel ch'avëa infiata l'epa;,"rispose colui che aveva la pancia gonfia,"
trad_divina_commedia_inferno_2_30.csv,“e sieti reo che tutto il mondo sallo!”.,"""Che tu sia tormentato perche' tutto il mondo lo sa."""
trad_divina_commedia_inferno_2_30.csv,"“E te sia rea la sete onde ti crepa”,","Il Greco: ""E tu sei afflitto dalla sete che si spezza"
trad_divina_commedia_inferno_2_30.csv,"disse 'l Greco, “la lingua, e l'acqua marcia",la tua lingua e l'acqua putrida che ha fatto
trad_divina_commedia_inferno_2_30.csv,che 'l ventre innanzi a li occhi sì t'assiepa!”.,"la tua pancia come una siepe davanti ai tuoi occhi."""
trad_divina_commedia_inferno_2_30.csv,Allora il monetier: “Così si squarcia,"E poi il coniatore: ""Quindi, come al solito,"
trad_divina_commedia_inferno_2_30.csv,la bocca tua per tuo mal come suole;,"la bocca, a causa della febbre da rastrellamento, spacchi;"
trad_divina_commedia_inferno_2_30.csv,"ché, s'i' ho sete e omor mi rinfarcia,","perché se ho sete e il mio umorismo mi gonfia,"
trad_divina_commedia_inferno_2_30.csv,"tu hai l'arsura e 'l capo che ti duole,",hai sia l'aridità che la testa che ti fa male;
trad_divina_commedia_inferno_2_30.csv,"e per leccar lo specchio di Narcisso,",poche parole sarebbero un invito sufficiente
trad_divina_commedia_inferno_2_30.csv,non vorresti a 'nvitar molte parole”.,"per farti leccare lo specchio di Narciso."""
trad_divina_commedia_inferno_2_30.csv,"Ad ascoltarli er'io del tutto fisso,",Avevo intenzione di ascoltarli.
trad_divina_commedia_inferno_2_30.csv,"quando 'l maestro mi disse: “Or pur mira,","quando questo era quello che il mio padrone disse: ""Se tu"
trad_divina_commedia_inferno_2_30.csv,che per poco che teco non mi risso!”.,"Insisto per guardare di più, io litigherò con te!"""
trad_divina_commedia_inferno_2_30.csv,"Quand'io 'l senti' a me parlar con ira,","E quando l'ho sentito parlare così arrabbiato,"
trad_divina_commedia_inferno_2_30.csv,"volsimi verso lui con tal vergogna,",Mi voltai verso di lui con vergogna così grande
trad_divina_commedia_inferno_2_30.csv,ch'ancor per la memoria mi si gira.,che continua a rimuginare nella mia memoria.
trad_divina_commedia_inferno_2_30.csv,"Qual è colui che suo dannaggio sogna,",Anche chi sogna di essere ferito
trad_divina_commedia_inferno_2_31.csv,"Una medesma lingua pria mi morse,","La stessa lingua che prima mi aveva ferito,"
trad_divina_commedia_inferno_2_31.csv,"sì che mi tinse l'una e l'altra guancia,","mandando il colore in su in entrambe le mie guance,"
trad_divina_commedia_inferno_2_31.csv,e poi la medicina mi riporse;,era allora per curarmi con la sua medicina...
trad_divina_commedia_inferno_2_31.csv,così od'io che solea far la lancia,"come la lancia di Achille e di suo padre,"
trad_divina_commedia_inferno_2_31.csv,d'Achille e del suo padre esser cagione,"anche come ho sentito, quando ha dispensato"
trad_divina_commedia_inferno_2_31.csv,prima di trista e poi di buona mancia.,un ictus triste prima e poi una guarigione.
trad_divina_commedia_inferno_2_31.csv,Noi demmo il dosso al misero vallone,Abbiamo voltato le spalle a quella triste valle.
trad_divina_commedia_inferno_2_31.csv,"su per la ripa che 'l cinge dintorno,",salendo sulla riva che la cinge;
trad_divina_commedia_inferno_2_31.csv,attraversando sanza alcun sermone.,Ci siamo fatti strada senza una parola.
trad_divina_commedia_inferno_2_31.csv,"Quiv'era men che notte e men che giorno,","Qui c'era meno della notte e meno del giorno,"
trad_divina_commedia_inferno_2_31.csv,sì che 'l viso m'andava innanzi poco;,in modo che la mia vista potesse solo andare avanti
trad_divina_commedia_inferno_2_31.csv,"ma io senti' sonare un alto corno,","un po', ma poi ho sentito uno scoppio di tromba"
trad_divina_commedia_inferno_2_31.csv,"tanto ch'avrebbe ogne tuon fatto fioco,","così forte, avrebbe fatto un tuono applaudire"
trad_divina_commedia_inferno_2_31.csv,"che, contra sé la sua via seguitando,","sembrano deboli; a questo, i miei occhi-che si sono raddoppiati indietro"
trad_divina_commedia_inferno_2_31.csv,dirizzò li occhi miei tutti ad un loco.,sul loro sentiero si voltò completamente verso un solo luogo.
trad_divina_commedia_inferno_2_31.csv,"Dopo la dolorosa rotta, quando","Nemmeno il corno di Roland, che seguì"
trad_divina_commedia_inferno_2_31.csv,"Carlo Magno perdé la santa gesta,",la triste sconfitta quando Carlo Magno aveva perso
trad_divina_commedia_inferno_2_31.csv,non sonò sì terribilmente Orlando.,il suo santo esercito era spaventoso come questo.
trad_divina_commedia_inferno_2_31.csv,"Poco portäi in là volta la testa,",Avevo girato la testa solo brevemente quando
trad_divina_commedia_inferno_2_31.csv,che me parve veder molte alte torri;,Mi sembrava di distinguere molte alte torri; allora
trad_divina_commedia_inferno_2_31.csv,"ond'io: “Maestro, dì, che terra è questa?”.","Gli chiesi: ""Maestro, dimmi, cos'è questa città?"""
trad_divina_commedia_inferno_2_31.csv,Ed elli a me: “Però che tu trascorri,"E lui a me: ""È perché ci provi"
trad_divina_commedia_inferno_2_31.csv,"per le tenebre troppo da la lungi,",per penetrare da lontano in queste ombre
trad_divina_commedia_inferno_2_31.csv,avvien che poi nel maginare abborri.,che hai formato tali immagini difettose.
trad_divina_commedia_inferno_2_31.csv,"Tu vedrai ben, se tu là ti congiungi,","Quando avrete raggiunto quel luogo, vedrete chiaramente"
trad_divina_commedia_inferno_2_31.csv,quanto 'l senso s'inganna di lontano;,quanto la distanza ha ingannato il tuo senso;
trad_divina_commedia_inferno_2_31.csv,però alquanto più te stesso pungi”.,"e, quindi, lasciate che questo vi sprona sulla vostra strada."""
trad_divina_commedia_inferno_2_31.csv,Poi caramente mi prese per mano,Poi amorevolmente mi prese per mano
trad_divina_commedia_inferno_2_31.csv,"e disse: “Pria che noi siam più avanti,","e disse: ""Prima di andare oltre,"
trad_divina_commedia_inferno_2_31.csv,"acciò che 'l fatto men ti paia strano,","in modo che il fatto possa sembrare meno strano per voi,"
trad_divina_commedia_inferno_2_31.csv,"sappi che non son torri, ma giganti,","Vorrei che sapessi che non sono torri, ma giganti,"
trad_divina_commedia_inferno_2_31.csv,e son nel pozzo intorno da la ripa,"e dall'ombelico verso il basso, tutti"
trad_divina_commedia_inferno_2_31.csv,da l'umbilico in giuso tutti quanti”.,"sono nel pozzo centrale, al terrapieno."""
trad_divina_commedia_inferno_2_31.csv,"Come quando la nebbia si dissipa,","Proprio come, ogni volta che le nebbie cominciano a dimagrire,"
trad_divina_commedia_inferno_2_31.csv,lo sguardo a poco a poco raffigura,"quando, gradualmente, la vista trova la forma"
trad_divina_commedia_inferno_2_31.csv,"ciò che cela 'l vapor che l'aere stipa,","che nell'aria saziata dal vapore era nascosta,"
trad_divina_commedia_inferno_2_31.csv,"così forando l'aura grossa e scura,",così ho trafitto attraverso la nebbia densa e oscurata;
trad_divina_commedia_inferno_2_31.csv,"più e più appressando ver' la sponda,","come mi avvicinavo sempre più alla riva,"
trad_divina_commedia_inferno_2_31.csv,fuggiemi errore e cresciemi paura;,"il mio errore è fuggito da me, il mio terrore è cresciuto;"
trad_divina_commedia_inferno_2_31.csv,"però che, come su la cerchia tonda","per come, sulla sua parete rotonda, Montereggione"
trad_divina_commedia_inferno_2_31.csv,"Montereggion di torri si corona,","è coronato da torri, così là torreggiato qui,"
trad_divina_commedia_inferno_2_31.csv,così la proda che 'l pozzo circonda,"sopra la banca che corre intorno alla fossa,"
trad_divina_commedia_inferno_2_31.csv,torreggiavan di mezza la persona,"con la metà della loro massa, i giganti terrificanti,"
trad_divina_commedia_inferno_2_31.csv,"li orribili giganti, cui minaccia",che Giove minaccia ancora dal cielo quando
trad_divina_commedia_inferno_2_31.csv,Giove del cielo ancora quando tuona.,Manda su di loro i suoi fulmini di tuono.
trad_divina_commedia_inferno_2_31.csv,"E io scorgeva già d'alcun la faccia,","E ora potevo distinguere il volto di uno,"
trad_divina_commedia_inferno_2_31.csv,"le spalle e 'l petto e del ventre gran parte,","le sue spalle e il suo petto, gran parte della sua pancia,"
trad_divina_commedia_inferno_2_31.csv,e per le coste giù ambo le braccia.,ed entrambe le sue braccia che gli appese ai lati.
trad_divina_commedia_inferno_2_31.csv,"Natura certo, quando lasciò l'arte",Sicuramente quando ha rinunciato all'arte di fare
trad_divina_commedia_inferno_2_31.csv,"di sì fatti animali, assai fé bene","tali creature, la natura ha agito bene,"
